BSN;Name;PLZ;Adresse;Telefon;Fax;eMail;Internet
05G04;Klosterfeld-Grundschule;13583;Seegefelder Str. 125;3789904-0;3789904-44;klosterfeld.grundschule@gmail.com;http://www.klosterfeld-grundschule.de
05G05;Christoph-Földerich-Grundschule;13595;Földerichplatz 5;3620853-0;3620853-24;chr.foelderich.schule.cids@t-online.de;http://www.foelle.schule-berlin.net
05G06;Siegerland-Grundschule;13589;Hermann-Schmidt-Weg 4;378911-0;378911-111;sekretariat@siegerland.cidsnet.de;http://www.siegerland.schule-berlin.net
05G07;Lynar-Grundschule;13585;Lutherstr. 19-20;303985-0;303985-25;Lynar-GS@t-online.de;http://www.lynar-gs.de
05G08;Konkordia-Grundschule;13581;Elsflether Weg 26;3309656-0;3309656-19;Konkordia-Grundschule@web.de;http://www.konkordia-grundschule.de
05G10;Grundschule am Birkenhain;13581;Seeburger Str. 59;351936-0;351936-24;info@grundschule-am-birkenhain.de;http://www.grundschule-am-birkenhain.de
05G11;Robert-Reinick-Grundschule;13629;Jungfernheideweg 33-48;3670246-0;3670246-22;schule@rrg.cidsnet.de;http://www.robert-reinick-grundschule.de
05G12;Grundschule am Weinmeisterhorn;13593;Daberkowstr. 27;3620852-0;3620852-10;GSamWeinmeisterhorn@t-online.de;http://www.gsamweinmeisterhorn.schule-berlin.net
05G13;Bernd-Ryke-Grundschule;13599;Daumstr. 12;354805-0;354805-21;info@bernd-ryke-gs.de;http://www.bernd-ryke-gs.de
05G14;Linden-Grundschule;13591;Staakener Feldstr. 6-8;364729-0;364729-129;Linden-Grundschule@t-online.de;http://www.linden-g-spandau.cidsnet.de
05G15;Askanier-Grundschule;13583;Borkzeile 34;3675386-0;3675386-22;Info@askanier-g.cidsnet.de;http://www.askanier-g.cidsnet.de
05G16;Zeppelin-Grundschule;13591;Heidebergplan 3-4;3670951-0;3670951-23;info@zeppelin-gs.de;http://www.zeppelin-gs.de
05G17;Astrid-Lindgren-Grundschule;13591;Südekumzeile 5;375862-0;375862-22;sekretariat@lindgren.schule.berlin.de;http://www.lindgrenschule.de
05G18;Grundschule im Beerwinkel;13589;Im Spektefeld 31;308322660;3738436;schulleitung@beerwinkel.de;http://www.beerwinkel.de
05G19;Grundschule am Ritterfeld;14089;Schallweg 31;3650010-0;3650010-21;schule@ritterfeld.berlin;http://www.grundschuleamritterfeld.de
05G20;Carl-Schurz-Grundschule;13587;Hakenfelder Str. 32;3559901-0;3559901-10;sekretariat.carl-schurz@t-online.de;http://www.carl-schurz-grundschule.de
05G21;Paul-Moor-Schule;13595;Adamstr. 24-25;369920-71;369920-70;paulmoorschule@web.de;http://www.paul-moor-schule.cidsnet.de
05G22;Christian-Morgenstern-Grundschule;13593;Räcknitzer Steig 12;364793-0;364793-20;christian-morgenstern-gs.cids@t-online.de;http://www.christian-morgenstern-grundschule.de
05G23;Grundschule am Brandwerder;13591;Spandauer Str. 86;3670952-0;3670952-10;sekretariat@brandwerder.de;http://www.gs-brandwerder.de
05G24;Grundschule am Windmühlenberg;14089;Am Kinderdorf 23-37;3620855-0;3620855-26;sekretariat@schuleamwindmuehlenberg.de;http://www.SchuleAmWindmuehlenberg.de
05G25;Grundschule am Wasserwerk;13589;Pionierstr. 197;308324-6;308324-70;schuastawa@t-online.de;http://www.grundschule-am-wasserwerk.cidsnet.de
05G26;Grundschule am Amalienhof;13593;Weinmeisterhornweg 122;3620851-0;3620851-27;amalienhof-schule@web.de;http://www.amalienhof.cidsnet.de
05G27;Charlie-Rivel-Grundschule;13585;Flankenschanze 20;353723-0;353723-24;info@charlie-rivel.cidsnet.de;http://www.charlie-rivel-grundschule.de
05G28;Grundschule an der Pulvermühle;13599;Grützmacherweg 7;337765-67;337765-73;sekretariat@gs-pulvermuehle.de;http://www.gs-pulvermuehle.de
05G29;Mary-Poppins-Grundschule;14089;Am Flugplatz Gatow 20;369963-3;369963-49;mary-poppins-grundschule@arcor.de;http://www.mary-poppins-grundschule.cidsnet.de
05G30;30. Schule (Grundschule);13585;Hügelschanze 8-9;4372879-10;4372879-11;sekretariat@05G30.schule.berlin.de;
05K01;Martin-Buber-Oberschule (Integrierte Sekundarschule);13589;Im Spektefeld 33;375864-0;375864-64;mbo@martin-buber-oberschule.de;http://www.martin-buber-oberschule.de
05K02;Carlo-Schmid-Oberschule (Integrierte Sekundarschule);13581;Lutoner Str. 15-19;351953-0;351953-55;b.pobloth@cso.name;http://www.csoonline.de
05K03;Bertolt-Brecht-Oberschule (Integrierte Sekundarschule);13595;Wilhelmstr. 10;330899-0;330899-66;schulleitung@brecht-oberschule.de;http://www.brecht-oberschule.de
05K04;Heinrich-Böll-Oberschule (Integrierte Sekundarschule);13587;Am Forstacker 9-11;335007-0;335007-17;hbs@boell-schule.de;http://www.boell-schule.de
05K05;B.-Traven-Gemeinschaftsschule;13583;Recklinghauser Weg 26-32;375865-100;375865-226;b-traven-os@t-online.de;http://www.b-traven-os.de und neu www.btg.schule
05K06;Wolfgang-Borchert-Schule (Integrierte Sekundarschule);13585;Blumenstr. 13;355928-0;355928-18;info@borchertschule-spandau.de;http://borchertschule-spandau.de
05K07;Schule an der Jungfernheide (Integrierte Sekundarschule);13629;Lenther Steig 1-3;383926-0;383926-22;info@schule-an-der-jungfernheide.de;http://www.schule-an-der-jungfernheide.de
05K08;Schule an der Haveldüne (Integrierte Sekundarschule);13595;Jaczostr. 53-67;365097-3;365097-40;info@schuleanderhavelduene.de;http://8-ISS-Spandau.de/
05K09;Schule am Staakener Kleeblatt (Integrierte Sekundarschule);13591;Brunsbütteler Damm 431-437;364033-0;364033-111;staakenerkleeblatt@gmail.com;http://www.sekundarschule-staaken.schule-berlin.net
05P01;Freie Waldorfschule Havelhöhe - Eugen Kolisko;14089;Neukladower Allee 1;3699246-20;3699246-29;schule@havelhoehe.net;http://www.havelhoehe.net
05P02;Katholische Schule Bernhard-Lichtenberg (Grundschule);13585;Hohenzollernring 156-159;3332010;35303736;KSBLichtenberg@t-online.de;http://www.ksbl.de
05P03;Evangelische Schule Spandau im Johannesstift;13587;Schönwalder Allee 26;355990-50;355990-54;info@ev-spandau.de;http://www.evangelische-schule-spandau.de
05P04;August-Hermann-Francke-Schule;13587;Schönwalder Allee 26;33609329;33609697;ulrike.mueller@evangelisches-johannesstift.de;http://www.evangelisches-johannesstift.de/behindertenhilfe/august-hermann-francke-schule
05P05;Berufsschule des Rotkreuz-Instituts;14089;Krampnitzer Weg 83-87;3650219-2;3656856;info@bbw-rki-berlin.de;http://www.DRK-Berlin.de
05P06;Werner-von-Siemens-Werkberufsschule der Siemens AG;13629;Nonnendammallee 104;38623394;38622411;angela.behns-vespermann@siemens.com;
05P08;Technik Akademie Berlin der Siemens AG;13629;Nonnendammallee 104;38626979;38639200;anja.brenner@siemens.com;http://www.technik-akademie.de
05P10;Soziale Schulen des Ev. Johannesstifts;13587;Schönwalder Allee 26-46;33609-402;33609-376;sozialefachschulen@evangelisches-johannesstift.de;http://www.fachschulen-johannesstift.de
05P13;Wilhelmstadt Schulen;13593;Wilhelmstr. 25-30;362892-13;362892-14;info@wilhelmstadt-iss.de;http://tuedesb.de
05P15;Immanuel-Grundschule;13589;Stadtrandstr. 465;44312372-30;44312372-39;immanuel@christburg-campus.de;http://www.christburg-campus.de
05P18;Freie Georgschule (Grundschule);13581;Seecktstr. 2;648349-20;648349-17;verwaltung@freie-georgschule.de;http://www.freie-georgschule.de
05P19;SIS Swiss International School Berlin;13593;Heerstr. 463-465;364398-20;364398-21;info.berlin@swissinternationalschool.de;http://www.is-va.com
05P20;Wilhelmstadt Schulen - Fachoberschule;13593;Wilhelmstr. 25-30;36289-213;36996-204;fos@tuedesb.de;http://www.tuedesb.de
05P21;Umwelt-Bildungszentrum Berlin - Berufsfachschule für Sozialassistenz;14089;Kladower Damm 57;20096400;;info@umwelt-bildungszentrum.de;http://www.forum-berufsbildung.de
05S01;Schule am Grüngürtel;13585;Askanierring 42;4372879-10;4372879-11;sekretariat@05G30.schule.berlin.de;http://schule-am-gruenguertel.de
05S02;KEIN Schulbetrieb - Paul-Moor-Schule;13595;Adamstr. 24-25;;;;
05S03;Schule am Gartenfeld;13599;Gartenfelder Str. 79-81;30398742-0;30398742-25;schule_am_gartenfeld-berlin@t-online.de;http://www.schule-am-gartenfeld.de
05S04;Schule am Stadtrand;13589;Pionierstr. 197;308324-6;308324-70;kontakt@zwei-schulen.de;http://www.zwei-schulen.de
05Y01;Freiherr-vom-Stein-Gymnasium;13597;Galenstr. 40-44;33096541;33096547;steingymnasium-berlin@t-online.de;http://www.steingymnasium.de
05Y02;Kant-Gymnasium;13585;Bismarckstr. 54;353948-0;353948-10;Kant-Gymnasium.cids@t-online.de;http://www.Kant-gymnasium-berlin.de
05Y03;Hans-Carossa-Gymnasium;14089;Am Landschaftspark Gatow 40;369965-11;369965-19;Sekretariat@hans-carossa-gymnasium.de;http://www.hcog.de
05Y04;Carl-Friedrich-von-Siemens-Gymnasium;13629;Jungfernheideweg 79;3450568-0;3450568-33;mail@cfvsiemens.de;http://www.c-f-v-siemens-og.de
05Y05;Lily-Braun-Gymnasium;13597;Münsingerstr. 2;3389040;338904144;e-post@lily-braun-gymnasium.de;http://www.lily-braun-gymnasium.de
06A05;Volkshochschule Steglitz-Zehlendorf;12207;Goethestr. 9-11;90299-2208;90299-2599;zbw-sekretariat@t-online.de;http://www.zbw-berlin.de
06B01;Peter-Lenné-Schule (OSZ Natur und Umwelt);14163;Hartmannsweilerweg 29;81490-112;81490-180;info@peter-lenne-schule.de;http://www.peter-lenne-schule.de
06B02;Louise-Schroeder-Schule (OSZ Bürowirtschaft und Verwaltung);12207;Lippstädter Str. 9-11;90172-501;90172-509;info@oszbueroverw.de;http://www.oszbueroverw.de
06B03;OSZ Bürowirtschaft I;12207;Ostpreußendamm 40;768900-10;768900-36;schulleitung@osz-buerowirtschaft-eins.de;http://www.osz-buerowirtschaft-eins.de
06B04;Wilhelm-Ostwald-Schule (OSZ Gestaltung);12169;Immenweg 6;90166-700;90166-706;verwaltung@wilhelm-ostwald-schule.de;http://www.wilhelm-ostwald-schule.de
06G01;Nord-Grundschule;14163;Potsdamer Str. 7;90299-5468;90299-6151;sekretariat@nordgrundschule.de;http://www.nordgrundschule.de
06G02;Süd-Grundschule;14165;Claszeile 56;84509638;8152630;info@sued-grundschule.de;http://www.sued-grundschule.de
06G03;Johannes-Tews-Grundschule;14129;Wasgenstr. 50;8032072;80491348;schulleitung@jtg-berlin.de;http://www.johannes-tews-grundschule.de
06G04;Erich-Kästner-Grundschule;14195;Bachstelzenweg 2-8;844148-60;844148-65;eks-sekretariat@t-online.de;http://www.erich-kaestner-grundschule-berlin.de
06G05;Conrad-Schule (Grundschule);14109;Schulstr. 4;9029969-26;9029969-76;info@conrad-schule.de;http://www.conrad-schule.de
06G06;Mühlenau-Grundschule;14195;Molsheimer Str. 7;8325099;8329622;Muehlenau.cids@t-online.de;http://www.mühlenau.com
06G07;Zinnowwald-Grundschule;14163;Wilskistr. 78;902995586;902996152;Sekretariat@zinnowwaldschule.de;http://www.zinnowwald.cidsnet.de
06G08;Schweizerhof-Grundschule;14167;Leo-Baeck-Str. 28-30;90299-5475;90299-6154;06G08@06G08.schule.berlin.de;http://www.schweizerhof-grundschule.de
06G09;Dreilinden-Grundschule;14109;Dreilindenstr. 65;8038009;8039224;sekretariat@dreilinden-grundschule.de;http://www.dreilinden-grundschule.de
06G10;Grundschule am Buschgraben;14165;Ludwigsfelder Str. 43-47;8025018;8021653;kontakt@grundschuleambuschgraben.de;http://www.grundschuleambuschgraben.de
06G12;Quentin-Blake-Grundschule;14195;Hüttenweg 40;9029980-31;9029980-25;info@quentin-blake-europe-school.de;http://www.quentin-blake-europe-school.de
06G14;Sachsenwald-Grundschule;12157;Sachsenwaldstr. 20-21;797429-10;797429-19;buero@sachsenwald.cidsnet.de;http://www.sachsenwald-grundschule.de
06G15;Dunant-Grundschule;12163;Gritznerstr. 19-23;79742160;79742170;sekr@dunant-grundschule.de;http://www.dunant-grundschule.cidsnet.de
06G16;Rothenburg-Grundschule;12165;Rothenburgstr. 18;9029923-14;9029923-67;schulleitung@rothenburg-grundschule.de;http://www.rothenburg-grundschule.de
06G17;Grundschule am Insulaner;12169;Hanstedter Weg 11-15;79742860;797428638;GSaInsulaner.cids@t-online.de;http://www.grundschule-am-insulaner.de
06G18;Athene-Grundschule;12205;Curtiusstr. 37;81009710;81009739;info@athene-grundschule.de;http://www.athene-grundschule.de
06G20;Alt-Lankwitzer Grundschule;12247;Schulstr. 17-21;766879-0;766879-18;buero.@a-l-gs.de;http://www.alt-lankwitzer-grundschule.de
06G21;Paul-Schneider-Grundschule;12249;Seydlitzstr. 30-34;9395-1511;9395-3413;Sekretariat@paul-schneider-grundschule.de;http://www.paul-schneider-grundschule.de
06G22;Giesensdorfer Grundschule;12207;Ostpreußendamm 63;71097530;71097532;sekretariat@giesensdorfer-grundschule.de;http://www.giesensdorfer-grundschule.de
06G23;Kronach-Grundschule;12203;Moltkestr. 24-26;844167-60;844167-71;Kontakt@Kronach-Grundschule.de;http://www.kronach-grundschule.de
06G24;Grundschule unter den Kastanien;12209;Kastanienstr. 6 -8;93951940;93951941;info@kastanie.cidsnet.de;http://www.grundschule-unter-den-kastanien.de
06G25;Clemens-Brentano-Grundschule;12205;Kommandantenstr. 83-84;844164-60;844164-70;schulleitung-brentano@versanet.de;http://www.c-brentano-grundschule.de
06G26;Käthe-Kruse-Grundschule;12203;Tietzenweg 108;84416950;84416958;Kaethe-Kruse-Grundschule@t-online.de;http://www.kaethe-kruse.cidsnet.de
06G27;Grundschule am Königsgraben;12249;Gallwitzallee 136-144;77206590;77206599;koenigsgraben@t-online.de;http://www.koenigsgraben.cidsnet.de
06G28;Ludwig-Bechstein-Grundschule;12249;Halbauer Weg 25;766878-0;766878-18;06G28@gmx.de;http://www.ludwig-bechstein-grundschule.net
06G29;Grundschule am Karpfenteich;12209;Hildburghauser Str. 135;720069-90;720069-99;info@grundschule-am-karpfenteich.de;http://www.grundschule-am-karpfenteich.de
06G30;Mercator-Grundschule;12207;Mercatorweg 8-10;755108-6;755108-78;schule@mercator-gs.de;http://www.mercator-gs.de
06G31;Grundschule an der Bäke;12203;Haydnstr. 15;84416430;84416459;info@baeke.net;http://www.baeke.net    
06G32;Grundschule am Stadtpark Steglitz;12167;Karl-Stieler-Str. 10-11;93951947;93951946;sekretariat06g32@gmx.de;http://www.grundschule-am-stadtpark-steglitz.de
06G33;Friedrich-Drake-Grundschule;12205;Drakestr. 80;8441595-41;8441595-34;;
06K01;John-F.-Kennedy-Schule;14167;Teltower Damm 87-93;90299-5779;90299-6377;office@jfksberlin.org;http://www.jfks.de
06K02;Wilma-Rudolph-Schule (Integrierte Sekundarschule);14169;Am Hegewinkel 2 A;902996-464;902996-766;buero@wilma-rudolph.de;http://www.wilma-rudolph.de
06K03;Kopernikus-Schule (Integrierte Sekundarschule);12163;Lepsiusstr. 24-28;797442-60;797442-89;buero.lepsiusstr@kopernikus-oberschule.de;http://www.kopernikus-oberschule.de
06K04;Bröndby-Schule (Integrierte Sekundarschule);12249;Dessauerstr. 63;90299-2010 ;90299-2393;post@broendby.de;http://www.broendby.de
06K08;Max-von-Laue-Schule;12203;Dürerstr. 27;84414920;84414928;MvL-Berlin.Schulleitung@t-online.de;http://www.Max-von-Laue-Schule.de
06K09;Gail-S.-Halvorsen-Integrierte Sekundarschule;14195;Im Gehege 6;84108184;8314055;sekretariat@halvorsen-schule.de;http://www.halvorsen-schule.de
06K10;Helene-Lange-Schule (Integrierte Sekundarschule);12169;Lauenburger Str. 110 ;9029923-45;9029923-85;buero@fbs-berlin.eu;
06K11;Anna-Essinger-Gemeinschaftsschule;12203;Tietzenweg 101 ;844169-40;844169-49;aegs.be@gmx.de;http://www.aegs.schule.de
06P01;Katholische Schule Sankt Ursula (Grundschule);14169;Kleinaustr. 4;8113555;81295021;st-ursula-gs@t-online.de;http://www.st-ursula.schule-berlin.net
06P02;Waldschule Gerdes (Grundschule);14163;Salzachstr. 4;8015385;8016999;sec@waldschule-gerdes.de;http://www.waldschule-gerdes.de
06P04;Rudolf-Steiner-Schule Berlin;14195;Auf dem Grat 3;8300910;83009155;info@dahlem.waldorf.net;http://dahlem.waldorf.net
06P05;Emil-Molt-Schule;14165;Claszeile 60;845706-0;845706-12;info@emil-molt-schule.de;http://www.emil-molt-schule.de
06P06;Königin-Luise-Stiftung;14195;Podbielskiallee 78;841814-25;841814-81;gymnasium@kls-berlin.de;http://www.koenigin-luise-stiftung.de
06P07;Parzival-Schule;14163;Quermatenweg 6;8181970;81819710;info@parzival-schule-berlin.de;http://wwww.parzival-schule-berlin.de
06P08;Sancta-Maria-Schule der Hedwigschwestern;14109;Dreilindenstr. 24-26;80303261;80303265;kontakt@sancta-maria-schule.de;http://www.sancta-maria-schule.de
06P09;Caroline-von-Heydebrand-Schule;14129;Klopstockstr. 36-42;8016003;8014368;heydebrand@waldorf.net;http://www.heydebrand.waldorf.net
06P10;Private Kant-Schule (Grundschule);12165;Grunewaldstr. 44;820070900;79000349;info@kant-grundschule.de;http://www.private-kant-schule.de
06P11;Private Kant-Schule (Integrierte Sekundarschule);12169;Körnerstr. 11;7900036-0;7900036-9;info@kant-oberschule.de;http://www.kant-oberschule.de
06P12;Evangelische Schule Steglitz (Integrierte Sekundarschule);12167;Beymestr. 6-7;7916001;7916021;info@ev-schule-steglitz.de;http://www.evangelischeschulesteglitz.de
06P13;Gemeinschaftsschule nach der Pädagogik Berthold Ottos;12203;Holbeinstr. 21;8335090;84314394;sekretariat@berthold-otto-schule.de;http://www.berthold-otto-schule.de
06P14;Emil-Molt-Akademie;12165;Kuhligkshofstr. 4;290455-61;290455-62;info@emil-molt-akademie.de;http://www.emil-molt-akademie.de
06P18;Bilinguale Schule Phorms Berlin Süd;14167;Harry-S.-Truman-Allee 3;91684991;91684999;secondary.berlin-sued@phorms.de;http://www.berlin-sued.phorms.de
06P20;Freie Schule Anne-Sophie Berlin;14169;Clayallee 328-334;84714639-10;84714639-26;info.berlin@freie-schule-anne-sophie.de;http://www.freie-schule-anne-sophie.de
06P21;Internationale Montessorischule Berlin (Grundschule);14109;Zum Heckeshorn 38;80482270;80482271;ims@montessori-friends.de;http://www.montessori-friends.de
06S01;Pestalozzi-Schule;14163;Hartmannsweilerweg 47;902995760;902996167;epost@pestalozzi-schule-berlin.de;http://www.pestalozzi-schule-berlin.de
06S02;Biesalski-Schule;14195;Hüttenweg 40;90299-6474;90299-8020;buero@biesalski-schule.de;http://www.biesalski-schule.de
06S03;Peter-Frankenfeld-Schule;12247;Wedellstr. 26;77206560;77206589;info@peter-frankenfeld-schule.de;http://www.peter-frankenfeld-schule.de
06S05;J.-A.-Zeune-Schule für Blinde und Berufsfachschule Dr. Silex;12165;Rothenburgstr. 14;90299-2390;90299-2013;sekretariat@zeune-schule.de;http://www.zeune-schule.de
06Y01;Schadow-Gymnasium;14163;Beuckestr. 27-29;90299-5463;90299-6158;schadow-oberschule@gmx.net;http://www.schadow-gymnasium.de
06Y02;Droste-Hülshoff-Gymnasium;14165;Schönower Str. 8;84508466;84508468;sekretariat@droste-gymnasium-berlin.de;http://www.droste-gymnasium-berlin.de
06Y03;Arndt-Gymnasium Dahlem;14195;Königin-Luise-Str. 80-84;8315052;8311002;sekretariat@arndt-gymnasium.de;http://www.arndt-gymnasium.de
06Y04;Dreilinden-Gymnasium;14109;Dreilindenstr. 49;8031087;80404350;sekretariat@dreilinden-gymnasium.de;http://www.dreilinden-gymnasium.de
06Y05;Werner-von-Siemens-Gymnasium;14129;Beskidenstr. 3;8039066;80404585;leitung@siemens-gymnasium-berlin.de;http://www.siemens-gymnasium-berlin.de
06Y06;Beethoven-Gymnasium;12249;Barbarastr. 9;768905-30;768905-41;Leitung@beethoven-oberschule.de;http://www.beethoven-oberschule.de
06Y07;Paulsen-Gymnasium;12163;Gritznerstr. 57;79742530;79742540;paulsengymnasium@pg-berlin.de;http://www.paulsengymnasium.de
06Y08;Hermann-Ehlers-Gymnasium;12169;Elisenstr. 3-4;9029923-53;9029923-63;hes@hermann-ehlers-schule.de;http://www.hermann-ehlers-schule.de
06Y09;Fichtenberg-Oberschule;12165;Rothenburgstr. 18;902992354;902992304;Fichtenberg-Oberschule@web.de;http://fichtenberg-oberschule.net
06Y10;Lilienthal-Gymnasium;12203;Ringstr. 2-3;84415360;84415370;sekretariat@lilienthal-gymnasium-berlin.de;http://www.lilienthal-gymnasium-berlin.de
06Y11;Goethe-Gymnasium Lichterfelde;12205;Drakestr. 72-75;84416730;84416731;sekretariat@goethe-oberschule-berlin.de;http://www.goethe-oberschule-berlin.de
06Y12;Willi-Graf-Gymnasium;12207;Ostpreußendamm 166;7729004;772057999;sekretariat@willi-graf-os.de;http://www.willi-graf-os.de
06Y13;Gymnasium Steglitz;12169;Heesestr. 15;93951937;93951939;sekretariat@gymnasiumsteglitz.de;http://www.gymnasiumsteglitz.de
07A05;Kolleg Schöneberg;10787;Nürnberger Str. 63;902774391;902776926;Sekretariat@KollegSchoeneberg.de;http://www.KollegSchoeneberg.de
07A06;Volkshochschule Tempelhof-Schöneberg;14197;Offenbacher Str. 5 A;902774321;902776846;zbw-vhs.t-s@web.de;http://www.vhs-tempelhof-schoeneberg.de
07B02;Marie-Elisabeth-Lüders-Oberschule;10783;Steinmetzstr. 79;263916-60;263916-72;sekretariat@melo-berlin.de;http://www.melo-berlin.de
07B03;OSZ Lotis (Logistik, Touristik und Steuern);10965;Dudenstr. 35-37;786045-11;786045-15;sekretariat@osz-lotis.de;http://www.osz-lotis.de
07G01;Spreewald-Grundschule;10781;Pallasstr. 15;902777151;902774366;Spreewald-Grundschule@gmx.de;http://www.spreewald-grundschule.de
07G02;Finow-Grundschule;10777;Welserstr. 16-22;902777175;902776875;Finow@Schulen-Tempelhof-Schoeneberg.de;http://Finow-Grundschule.cidsnet.de
07G03;Werbellinsee-Grundschule;10781;Luitpoldstr. 38;902777153;902774796;Werbellinsee@schulen-Tempelhof-Schoeneberg.de;http://www.Werbellinsee-Grundschule.cidsnet.de
07G05;Havelland-Grundschule;10829;Kolonnenstr. 30;902777155;902777060;sekretariat@havelland.schulen-ts.de;http://www.havelland-grundschule.cidsnet.de
07G06;Sternberg-Grundschule;10825;Mettestr. 8;902777156;902776638;rektor@sternberg.schulen-ts.de;http://www.sternberg-grundschulen.de
07G07;Lindenhof-Grundschule;12105;Reglinstr. 29;902777157;902774584;sekretariat@lindenhof.schulen-ts.de;http://www.Lindenhof.cidsnet.de
07G10;Teltow-Grundschule;10827;Feurigstr. 57;902777160;902776420;sekretariat@teltow.schulen-ts.de;http://www.teltow-grundschule.de
07G12;Scharmützelsee-Grundschule;10779;Hohenstaufenstr. 49;902777162;902774364;sekretariat@scharmuetzelsee.schulen-ts.de;http://www.scharmuetzelseegrundschule.de
07G13;Neumark-Grundschule;10783;Steinmetzstr. 46-50;902777163;902774570;sekretariat@neumark.schulen-ts.de;
07G14;Löcknitz-Grundschule;10779;Berchtesgadener Str. 10-11;902777164;902774315;sekretariat@loecknitz.schulen-ts.de;http://www.loecknitz-grundschule.de
07G15;Fläming-Grundschule;12161;Illstr. 4-6;90277-7061;90277-4336;flaeming@schulen-tempelhof-schoeneberg.de;http://www.flaeming-grundschule.de
07G16;Ruppin-Grundschule;14197;Offenbacher Str. 5 A;902777907;902776906;ruppingrundschule@web.de;http://www.ruppin-grundschule.cidsnet.de
07G17;Stechlinsee-Grundschule;12161;Rheingaustr. 7;902777908;902774569;Stechlinsee-Grundschule.Cids@t-online.de;http://www.stechlinsee-grundschule.de/
07G18;Grundschule am Barbarossaplatz;10781;Barbarossaplatz 5;902777-109;902777-947;Barbarossaplatz@schulen-Tempelhof-Schoeneberg.de;http://www.gs-barbarossaplatz.de
07G19;Paul-Simmel-Grundschule;12099;Felixstr. 26-58;90277-2660;90277-2680;sekretariat@simmel.schulen-ts.de;http://www.paul-simmel-grundschule.de
07G20;Maria-Montessori-Grundschule;12103;Friedrich-Wilhelm-Str. 72-74;902772661;902772226;sekretariat@montessori.schulen-ts.de;http://www.mmg-online.de
07G21;Grundschule auf dem Tempelhofer Feld;12101;Schulenburgring 7-11;902772664;902772602;tempelhofer_feld@schulen-tempelhof-schoeneberg.de;http://www.GS-TempelhoferFeld.cidsnet.de
07G22;Paul-Klee-Grundschule;12105;Konradinstr. 15-17;902772662;902772698;pks.schule@gmx.net;http://www.paul-klee-schule.de
07G23;Schätzelberg-Grundschule;12109;Wolfsburger Weg 13-19;902777462;902772726;sekretariat@schaetzelberg.schulen-ts.de;http://www.schaetzelberg-grundschule.de
07G24;Tempelherren-Grundschule;12101;Boelckestr. 58-60;902772665;902772616;Tempelherren@schulen-Tempelhof-Schoeneberg.de ;http://www.tempelherren.cidsnet.de
07G25;Ludwig-Heck-Grundschule;12105;Königstr. 32;902777461;902777506;sekretariat@heck.schulen-ts.de;http://www.ludwig-heck-grundschule.de
07G26;Grundschule im Taunusviertel;12309;Wiesbadener Str. 20;902778151;902778152;gs-im-taunusviertel@gmx.de;http://www.grundschule-im-taunusviertel.de
07G27;Rudolf-Hildebrand-Grundschule;12107;Friedenstr. 23-25;902777-456;902777-457;sekretariat@rhg.schule;http://www.rudolf-hildebrand-grundschule.berlin
07G28;Kiepert-Grundschule;12277;Prechtlstr. 21-23;902774-100;902774-101;rektor@kiepert.schulen-ts.de;www.kiepertgrundschule.de
07G29;Käthe-Kollwitz-Grundschule;12307;Mellener Str. 38-42;9027782-41;9027782-42;kaethe-kollwitz-grundschule@t-online.de;http://www.kkgs-berlin.de
07G30;Annedore-Leber-Grundschule;12305;Halker Zeile 137-149;9027782-43;9027782-23;Annedore-Leber-GS.cids@t-online.de;http://www.algs.de
07G31;Carl-Sonnenschein-Grundschule;12109;Am Hellespont 4-6;7007679-10;7007679-29;schulleitung@carl-sonnenschein-gs.de;http://www.carl-sonnenschein-gs.de
07G32;Bruno-H.-Bürgel-Grundschule;12305;Rackebüller Weg 70;902778-250;902778-251;sekretariat@bhb.schulen-ts.de;http://www.bruno-h-buergel.schule-berlin.net
07G34;Marienfelder Schule (Grundschule);12279;Erbendorfer Weg 13;902774-104;902774-105;sekretariat@marienfelder.schulen-ts.de;http://www.marienfelder-gs.de
07G35;Nahariya-Grundschule;12309;Nahariyastr. 13-17;9027782-56;9027782-57;sekretariat@nahariya.schulen-ts.de;www.nahariyaschule.de
07G36;Grundschule am Dielingsgrund;12305;Dielingsgrund 35;9027782-22;9027782-52;GrundschuleamDielingsgrund@t-online.de;http://www.Grundschule-am-Dielingsgrund.de
07G37;Ikarus-Grundschule;12107;Körtingstr. 45;90277-7459;90277-7463;07g37@07g37.schule.berlin.de;http://www.ikarus-grundschule.de
07K01;Sophie-Scholl-Schule;10781;Elßholzstr. 34-37;902777171;902774465;kontakt@sophie-scholl-schule.eu;http://sophie-scholl-schule.eu
07K02;Carl-Zeiss-Schule;12305;Barnetstr. 12-14;902778-206;902778-209;sekretariat@carl-zeiss-oberschule.de;http://www.carl-zeiss-oberschule.de
07K03;Gustav-Heinemann-Oberschule;12279;Waldsassener Str. 62;9027741-32;9027741-33;Sekretariat@ghoberlin.de;http://www.gho-berlin.cidsnet.de
07K04;Theodor-Haubach-Schule;12305;Grimmstr. 9-11;9027782-45;9027782-39;sekretariat@ths-berlin.de;http://www.ths-berlin.de
07K05;Solling-Schule;12277;Alt-Marienfelde 52;902777453;902777455;sekretariat@solling-schule.de;http://www.solling-schule.de
07K06;Georg-von-Giesche-Schule;10779;Hohenstaufenstr. 47-48;902777169;902778956;schulleitung@georg-von-giesche-schule.de;http://www.georg-von-giesche-schule.de
